Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
PA-39,https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/107,https://chat.openai.com/share/c08923f2-f346-4f75-a701-32493ae2bd22,PA,1.0,2.0,2.0,"Context was scored 1 because the prompt provides partial context by mentioning about MUI components but no code snippets, symbols, just structure of what they want the card to be. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e to write code that ensures the app being created has a feature where users can create posts. Prompt specifies constraints such as the app being able to display the posts as Cards, utilize @MUI components and the output format is specified i.e.the post card should have a title ,a body and a button to view post Verification was scored 2 because the prompt specifies the behavior rules and constrains the output format to be of particular structure which can easily be verified. i.e. the created post card should have: - a title - a body - A button to view post",5,170.0,5.141663557,1.0,1.0,36.84,merged,4.0,4.0,TypeScript,1.0,,,PA-39,5,UNLV-CS472-672/2024-S-GROUP1-Roadwatch,107,1,0,1,1,1,0,1
PA-40,https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/120,https://chat.openai.com/share/02544161-0bdf-4b7e-8644-18d39aa174ff,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippets with function names,symbols and mentions about MUI Fab components which provide grounding evidence. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to map which marker is pressed that should change the background color and set as the selected marker but lucks constraints, structured output and well defined scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can verify which marker is pressed that whether it changes the background color and whether it's set as the selected marker after.",4,343.0,5.840641657,1.0,1.0,32.26,merged,3.0,4.0,TypeScript,1.0,,,PA-40,4,UNLV-CS472-672/2024-S-GROUP1-Roadwatch,120,1,0,1,1,1,0,1
PA-41,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/208,https://chat.openai.com/share/e4dfc48b-7b4a-4dc4-881c-93505d5d52d6,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions typescript and provides code snippets with function names,symbols. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e to fix the typeScript code including the redundant MUI FAB components that performs the following behavior: If the messageSender.id is the same as the user id, align the bubbles to the left and if they're not, align the bubbles to the right. The prompt specifies constraints and expected behavior i.e. dynamically resize the size of the text bubble in relation to how much text is actually displayed in the bubble. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the bubble alignment worked as expected and also whether the resizing functionality works as expected.",5,544.0,6.300785795,1.0,1.0,23.86,merged,3.0,5.0,JSON,0.0,,,PA-41,5,UNLV-CS472-672/2024-S-GROUP3-Barbell,208,1,0,1,1,1,0,1
PA-42,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/223,https://chat.openai.com/share/76270bd9-7a89-4f77-bc9e-91989a8c81b6,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions typescript and provides code snippets with function names,symbols. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines clear explicit goal and defines the scope and constraints and expected output behavior i.e to display all of the equipment in this array as touchable opacity, include explicit constraints and required behaviors e.g returning filtered list of the array, If no equipment is selected, it should return the original array, otherwise, it should only return selected equipment. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be verified that the elements are returned from the array and also whether they are also filtered from the original array.",5,190.0,5.252273428,1.0,1.0,15.65,merged,4.0,4.0,TypeScript,0.0,,,PA-42,5,UNLV-CS472-672/2024-S-GROUP3-Barbell,223,1,0,1,1,1,0,1
PA-43,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/258,https://chat.openai.com/share/32926458-88e0-430c-a875-85edf02efb96,PA,2.0,1.0,0.0,"Context was scored 2 because the prompt provides react code snippets to examine including the function names and symbols like && . This provides clear locus and concrete evidence. Specificity was scored 1 because the prompt specifies a clear goal i.e how to reset this variable/constant in react and also understanding what some symbols and functions do but the prompt provides no clear scope and no constraints. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Prompt Efficiency was scored 3 because the conversation involved extended refinement (3 turns) Specificity was scored 1 because the prompt specifies a clear goal i.e how to reset this variable/constant in react and also understanding what some symbols and functions do but the prompt provides no clear scope and no constraints. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations.",3,1223.0,7.109879463,1.0,1.0,19.71,merged,6.0,5.0,TypeScript,0.0,,,PA-43,3,UNLV-CS472-672/2024-S-GROUP3-Barbell,258,1,0,1,1,1,0,1
PA-44,https://github.com/VOICEVOX/voicevox/pull/1836,https://chat.openai.com/share/88524905-a324-4a6c-b54e-96d26ad06def,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippets to refactor with function names and symbols which provide grounding evidence. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to refactor the provided code into something simpler yet more readable but lucks constraints, structured output Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The refactored code can be checked whether its' simpler yet more readable",4,789.0,6.672032945,1.0,1.0,14.54,merged,60.0,11.0,TypeScript,0.0,,,PA-44,4,VOICEVOX/voicevox,1836,1,0,1,1,1,0,1
PA-45,https://github.com/annuaire-entreprises-data-gouv-fr/site/pull/796,https://chat.openai.com/share/caad291b-920c-4e2e-bcc1-04c191f2d587,PA,2.0,1.0,0.0,"Context was scored 2 because the prompt provides partial context by mentioning the typescript programming language and symbols like !array and includs scode snippets. Specificity was scored 1 because the goal is clear i.e general inquiry of how to check if something is null or empty in typescript but,no clear scope defined , constraints, or expected output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,650.0,6.478509642,1.0,1.0,23.89,merged,291.0,8.0,TypeScript,1.0,,,PA-45,3,annuaire-entreprises-data-gouv-fr/site,796,1,0,1,1,1,0,1
PA-46,https://github.com/dotCMS/core/pull/25432, https://chat.openai.com/share/70bfe9b5-7897-4210-ad20-9a2c10e5f0d5,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions frameworks like angular and provides code snippets with some methods and symbols. This provides clear locus and concrete evidence. The goal is clearly defined (assessing and improving accessibility of a clickable Angular component), but no explicit constraints, output format, or bounded implementation requirements are specified, so Specificity = 1. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. I.e Can be checked whether the resulting component from the provided code snippet is accessible
 but the prompt provides no clear scope and no constraints.",4,1847.0,7.521859252,1.0,1.0,33.33,merged,36.0,5.0,TypeScript,0.0,,,PA-46,4,dotCMS/core,25432,1,0,1,1,1,0,1
PA-47,https://github.com/equinix/metal-cli/pull/405,https://chat.openai.com/share/4d97fa93-08b7-4e4d-8a7c-2343394a6ffe,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides Go language code snippets with function implementations which provide grounding evidence. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to understand whether t.Fatal make more sense than Error + return in the provided code and whether to setup a defer for the close but lucks constraints, structured output Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be verified whether the code is closing the pipe correctly.",4,1012.0,6.920671504,1.0,1.0,28.56,merged,7.0,7.0,Go,0.0,,,PA-47,4,equinix/metal-cli,405,1,0,1,1,1,0,1
PA-48,https://github.com/annuaire-entreprises-data-gouv-fr/site/pull/796,https://chat.openai.com/share/caad291b-920c-4e2e-bcc1-04c191f2d587,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides partial context by mentioning the typescript programming language and symbols like !array and includs scode snippets. Specificity was scored 1 because the goal is clear i.e to check if something is null or empty in typescript and s whether !array works for an empty array but lucks constraints, structured output Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether array is null or emptyi and wether s !array works for an empty array",4,650.0,6.478509642,1.0,1.0,23.89,merged,291.0,8.0,TypeScript,1.0,,,PA-48,4,annuaire-entreprises-data-gouv-fr/site,796,1,0,1,1,1,0,1
PA-49,https://github.com/meta-llama/llama-cookbook/pull/279, https://chat.openai.com/share/70bfe9b5-7897-4210-ad20-9a2c10e5f0d5,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions python language, tools such curl, and provides code snippets with symbols. This provides clear locus and concrete evidence. It clearly defines the goal (write a Python script implementing the curl command) and constrains the solution to reproduce the same request behavior, including specific fields and values, so Specificity = 2. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the written python script implements the provided curl command.",5,237.0,5.472270674,,,33.33,merged,1.0,5.0,Markdown,0.0,,,PA-49,5,meta-llama/llama-cookbook,279,1,0,1,1,1,0,1
