Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS
PN-28,https://github.com/darklang/dark/pull/5058,https://chat.openai.com/share/809df2ba-1509-44a0-a231-e986a8a99321,PN,2,1,0,"Context was scored 2 because the prompt mentions functional programming language and provides code snippets with symbols e.g List.filter, List.fold. This provides clear locus and concrete evidence. Specifitity was scored 1 because the goal is clear i.e to understand the relative merits of using a recursive implementation, vs using List.fold when implementing a List.filter function in a functional programming language but no clearly defined constraints, output formats specified. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations i.e . inquiry on the merits of using a recursive implementation, vs using List.fold.",3
PN-29,https://github.com/tinygrad/tinygrad/pull/1661,https://chat.openai.com/share/30ab0b7e-d72c-444f-a228-620b132e9500,PN,2,2,1,"Context was scored 2 because the prompt provides python codes with function names like normalize_int that has to be modified. This provides clear locus and concrete evidence. Specificity was scored 2 because the goal is clear with specific constraints i.e. rewriting the provided code to be shorter and while retaining the functionality and ensuring no bugs in code. VERIFICATION (1): There are implicit correctness conditions: the rewritten version must preserve all documented behaviors (negative indexing, stride semantics, ellipsis expansion, fancy indexing). These serve as behavioral invariants, though no explicit tests or expected I/O examples are given.",5
PN-30,https://github.com/23-OSSCA-python-mysql-replication/python-mysql-replication/pull/79,https://chat.openai.com/share/8857034c-873f-477f-915a-1846683bcbae,PN,2,1,0,"Context was scored 2 because the prompt mentions exact python codes with function names that have bugs/issues to be resolved and provides the error message. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e trying to understand why the bug occurs in the provided code,but the prompt provides no clear constraints. VERIFICATION (0): No correctness criteria, rules, expected I/O, or invariants are given—only a request for explanation, not for a verifiable fix.",3
PN-31,https://github.com/SharezoneApp/sharezone-app/pull/880,https://chat.openai.com/share/69c2afd4-0e1d-4747-912e-8cbb08d321b1,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by about framework fast lane and some file Gemfile.lock. Specificity was scored 1 because the goal is clear i.e. how to update fastlane dependencies in Gemfile.lock but no clearly defined constraints, output formats specified. VERIFICATION (0): The prompt provides no correctness criteria, invariants, expected I/O, or behavioral requirements; it simply seeks an explanation.",2
PN-32,https://github.com/itpplasma/libneo/pull/21,https://chat.openai.com/share/e49e67a1-6caf-4448-abca-474b10e34acc,PN,1,1,1,"Context was scored 1 because the prompt provides partial context by about python and pytest library but no example code snippets or file paths. Specificity was scored 1 because the goal is clear i.e. providing minimal example for a pytest test in the directory structure of a python package but no clearly defined constraints, output formats specified. The prompt includes explicit assertions in the test example, implying correctness through expected input/output behavior, but does not define broader constraints or conditions, so it earns a 1. ",3
PN-33,https://github.com/gravitational/teleport/pull/19316,https://chat.openai.com/share/0898d082-ba3a-489e-a71c-83e84cbd3657,PN,2,1,1,"Context was scored 2 because the prompt mentions about Go and Regex and provides sample code snippet for the Regex.This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e. understand what the provided regex in Go does and provide the correct way to validate a hostname but no clearly defined constraints, output formats specified. The prompt includes an implicit correctness cue by demonstrating example inputs ('repo/images', 'repo-events'), meaning correctness is defined by matching desired formats, but no explicit rules or assertions are provided, so it earns a 1.",4
PN-34,https://github.com/ggerganov/llama.cpp/pull/1684,https://chat.openai.com/share/18251255-6a86-4acf-88ed-34f591e542b5,PN,2,1,0,"Context was scored 2 because the prompt mentions about Apple’s Metal Api and provides code snippets with various functions e.g kernel_mul_mat_q2_k_f32. This provides clear locus and concrete evidence.  Specificity was scored 1 because the goal is clear i.e to understand why the why one of the function doesn’t work (has a bug) in the provided code,but the prompt provides no clear constraints. There are no correctness conditions—no expected outputs, invariants, or test-like rules—so the score is 0.",3
PN-35,https://github.com/VOICEVOX/voicevox_engine/pull/716,https://chat.openai.com/share/94cee641-dfe0-483d-b9f3-84085899db20,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by about windows, pythons, nodejs and bash scripts but no example code snippets or file paths or error messages. Specificity was scored 1 because the goal is clear i.e. to make a script in pre-commit mode that works on most environments but no clearly defined constraints, output formats specified. The prompt contains no correctness criteria, test-like expectations, or behavioral rules (V=0). ",2
PN-36,https://github.com/jhipster/generator-jhipster/pull/22429,https://chat.openai.com/share/a41f5514-8ca7-48cf-b348-b0a995498971,PN,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about curl, docker compose but no example code snippets or file paths. Specificity was scored 1 because the goal is clear i.e. to implement a health check in Docker Compose for Keycloak and to get alternatives when curl is not installed but no clearly defined constraints, output formats specified. Verification is partially implied (V=1): healthcheck success is tied to exit codes of curl/wget/nc, but the prompt does not explicitly define pass/fail rules or expected outputs beyond Docker defaults.",3
PN-37,https://github.com/astahmer/openapi-zod-client/pull/151,https://chat.openai.com/share/954082b4-d72d-4b5f-a0d1-4a2107705ddb,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning openapi oneOf and anyOf but no example code snippets or file paths. Specificity was scored 1 because the goal is clear i.e  general inquiry to understand difference between openapi oneOf vs anyOf  but,no clear scope defined, constraints. No correctness criteria, constraints, examples, or test-like expectations are provided, so Verification is 0.",2
